0.0000000000000000	-8.0000000000000142	-8.0000000000000053	-6.0000000000000258	-6.0000000000000213	-6.0000000000000187	-6.0000000000000178	-6.0000000000000133	
0.10000000000000001	-8.0275203723445792	-8.0275203703645950	-6.2138465002236014	-6.2138464982436270	-6.1751736462951881	-6.1751736443152021	-6.1177945755789107	
0.20000000000000001	-8.1103293094175299	-8.1103283263775499	-6.4788270544804378	-6.4788260714404506	-6.3921851218427115	-6.3921841388026817	-6.2692218458953368	
0.29999999999999999	-8.2492077288830554	-8.2491719058229549	-6.7936912258301554	-6.7936554027700877	-6.6475556370752003	-6.6475198140151646	-6.4520740224392306	
0.40000000000000002	-8.4456787328588181	-8.4452383307149024	-7.1565688497249944	-7.1561284475810218	-6.9376550513525439	-6.9372146492085687	-6.6657829236305410	
0.50000000000000000	-8.7026877674016383	-8.6997580072537737	-7.5646230481918044	-7.5616932880439389	-7.2599691194928999	-7.2570393593450957	-6.9125957958890147	
0.59999999999999998	-9.0259402435290248	-9.0130337081003411	-8.0139537758248469	-8.0010472403962503	-7.6156831745303046	-7.6027766391016227	-7.1990782367550121	
0.69999999999999996	-9.4246324917310673	-9.3831919916922217	-8.4998515041688627	-8.4584110041300189	-8.0119126039988675	-7.9704721039599766	-7.5365906931535589	
0.80000000000000004	-9.9074619511431550	-9.8055852871718301	-9.0172769115653786	-8.9154002475941212	-8.4584732122183226	-8.3565965482470048	-7.9367750274346189	
0.90000000000000002	-10.473441358455581	-10.273441358455564	-9.5613397000613318	-9.3613397000613556	-8.9581120123524443	-8.7581120123524521	-8.4018271038581158	
1.0000000000000000	-11.109565585440976	-10.779248203551685	-10.127623636877802	-9.7973062549884560	-9.5027838868291283	-9.1724665049398375	-8.9217729529512493	
1.1000000000000001	-11.799017783438797	-11.315946370896551	-10.712331509913811	-10.229260097371483	-10.080619844268176	-9.5975484317258868	-9.4824698172203306	
1.2000000000000000	-12.527761939431945	-11.877521547100582	-11.312297939345513	-10.681865234939403	-10.662057547014202	-10.072134471781956	-10.031624842608158	
1.3000000000000000	-13.285722277653065	-12.459115533459734	-11.924930707545514	-11.299884894222638	-11.098323963352087	-10.682539022133501	-10.473278150029165	
1.3999999999999999	-14.065889620720210	-13.056901168102881	-12.548125214126776	-11.930337022521197	-11.539136761509489	-11.308168832515790	-10.921348569903962	
1.5000000000000000	-14.863329387801265	-13.667888795078568	-13.180177125080380	-12.570325539782216	-11.984736532357655	-11.945290901475781	-11.374884947059464	
1.6000000000000001	-15.674483808726242	-14.289740910737137	-13.819704414989907	-13.217847100263516	-12.591312748166040	-12.434961517000859	-11.999545001880826	
1.7000000000000000	-16.496723511821067	-14.920619249191375	-14.465582223159547	-13.871462816773752	-13.244382377387364	-12.889477960529753	-12.647230309654240	
1.8000000000000000	-17.328060979503348	-15.559066230967543	-15.116890270742170	-14.530104060313604	-13.903141098947151	-13.347895522206469	-13.301532148963464	
1.8999999999999999	-18.166963876471407	-16.203915439225952	-15.772871176680349	-15.192954464419536	-14.566568089626843	-13.961250060867593	-13.809822739435035	
2.0000000000000000	-19.012230298716268	-16.854224621778535	-16.432897693023563	-15.859375610066001	-15.233880113568510	-14.625459793841706	-14.274892016085779	
2.1000000000000001	-19.862903249392836	-17.509225553556099	-17.096447021165311	-16.528858466752610	-15.904465070105537	-15.293437910096767	-14.743132171930732	
2.2000000000000002	-20.718210608954656	-18.168286340496000	-17.763080661943679	-17.200990553814549	-16.577836815986309	-15.964609821624622	-15.410261453822198	
2.2999999999999998	-21.577522097560049	-18.830882874393453	-18.432428559179829	-17.875433038699569	-17.253603716861846	-16.638513193544188	-16.080521553198455	
2.3999999999999999	-22.440317831032726	-19.496577036188512	-19.104176566953466	-18.551904328165605	-17.931446280093347	-17.314771663109994	-16.753484046541541	
2.5000000000000000	-23.306164956507342	-20.164999904801491	-19.778056492359475	-19.230168032351632	-18.611100933863700	-17.993075632250626	-17.428795448947483	
2.6000000000000001	-24.174700027520576	-20.835838706521454	-20.453838139789841	-19.910023954842782	-19.292348054805636	-18.673168005322896	-18.106161483761944	
2.7000000000000002	-25.045615526870051	-21.508826582814315	-21.131322917174980	-20.591301227674691	-19.975002989535867	-19.354833445516242	-18.785335162203207	
2.7999999999999998	-25.918649433853449	-22.183734500010495	-21.810338667153331	-21.273852999389906	-20.658909223497822	-20.037890175281849	-19.466107636184066	
2.8999999999999999	-26.793577057647855	-22.860364800731801	-22.490735464019213	-21.957552268857782	-21.343933114917714	-20.722183643202737	-20.148301098498152	
3.0000000000000000	-27.670204579230692	-23.538546024326184	-23.172382176372519	-22.642288578491808	-22.029959786461450	-21.407581578625233	-20.831763214172422	
