 N D dt
       10000           2   7.23999925E-04
       20000           2   1.48799992E-03
       30000           2   2.09100009E-03
       40000           2   2.69999984E-03
       50000           2   3.37400008E-03
       60000           2   4.37299954E-03
       70000           2   6.36899984E-03
       80000           2   8.62199999E-03
       90000           2   6.11700024E-03
      100000           2   7.82999955E-03
      110000           2   7.44599942E-03
      120000           2   8.35600030E-03
      130000           2   9.54799913E-03
      140000           2   9.67499986E-03
      150000           2   1.08249998E-02
      160000           2   1.08570000E-02
      170000           2   1.16709992E-02
      180000           2   1.22039989E-02
      190000           2   1.36500001E-02
      200000           2   1.37799997E-02
      210000           2   1.97259989E-02
      220000           2   1.50889996E-02
      230000           2   1.76619999E-02
      240000           2   1.64820012E-02
      250000           2   1.82320010E-02
      260000           2   1.76379997E-02
      270000           2   1.93450004E-02
      280000           2   1.90490000E-02
      290000           2   2.08710004E-02
      300000           2   2.03909986E-02
      310000           2   2.30230018E-02
      320000           2   3.11779976E-02
      330000           2   2.20999997E-02
      340000           2   2.54989993E-02
      350000           2   2.39279997E-02
      360000           2   3.35440002E-02
      370000           2   2.54679993E-02
      380000           2   2.79390011E-02
      390000           2   2.62940004E-02
      400000           2   2.87179984E-02
      410000           2   2.76309997E-02
      420000           2   2.87910011E-02
      430000           2   3.06529999E-02
      440000           2   3.02169975E-02
      450000           2   4.06279974E-02
      460000           2   3.35059986E-02
      470000           2   3.22069973E-02
      480000           2   3.30529995E-02
      490000           2   4.43919972E-02
      500000           2   3.61339971E-02
      510000           2   3.81930023E-02
      520000           2   3.53850015E-02
      530000           2   5.00039980E-02
      540000           2   4.86529991E-02
      550000           2   5.20799980E-02
      560000           2   5.06640002E-02
      570000           2   3.86019982E-02
      580000           2   4.08620015E-02
      590000           2   4.03760001E-02
      600000           2   4.09180000E-02
      610000           2   4.23070006E-02
      620000           2   4.20820005E-02
      630000           2   5.75799979E-02
      640000           2   4.33329977E-02
      650000           2   4.57380004E-02
      660000           2   4.74449992E-02
      670000           2   4.74670008E-02
      680000           2   4.64049987E-02
      690000           2   5.00430018E-02
      700000           2   4.73229997E-02
      710000           2   6.71219975E-02
      720000           2   5.15880026E-02
      730000           2   4.98180017E-02
      740000           2   5.43579981E-02
      750000           2   5.11789992E-02
      760000           2   5.57570010E-02
      770000           2   5.65209985E-02
      780000           2   5.61069995E-02
      790000           2   5.71549982E-02
      800000           2   5.61730005E-02
      810000           2   5.58000021E-02
      820000           2   5.61159998E-02
      830000           2   5.78790009E-02
      840000           2   5.90750016E-02
      850000           2   6.08920008E-02
      860000           2   6.12699986E-02
      870000           2   6.29120022E-02
      880000           2   6.04839996E-02
      890000           2   6.37690052E-02
      900000           2   6.49189949E-02
      910000           2   6.28979951E-02
      920000           2   6.32599965E-02
      930000           2   6.66520000E-02
      940000           2   6.44400045E-02
      950000           2   6.77139983E-02
      960000           2   6.55109957E-02
      970000           2   6.93600029E-02
      980000           2   6.68400005E-02
      990000           2   7.12829977E-02
     1000000           2   7.09299967E-02
