1	-8.0559592912201783
2	-7.7751561414939312
3	-6.9059922772568951
4	-6.6251891275306383
5	-6.1682053336403513
6	-5.8874021839140944
7	-5.5199715607637270
8	-5.2391684110374959
9	-5.0182383196770308
10	-4.9851598302590290
11	-4.7374351699507820
12	-4.7043566805327854
13	-4.5859547444197677
14	-4.3700045468004154
15	-4.3393565682672222
16	-4.3051515946935233
17	-4.0892013970741630
18	-4.0585534185409742
19	-3.8351928162957236
20	-3.6322176031838747
21	-3.5543896665694801
22	-3.4359877304564543
23	-3.3514144534576333
24	-3.1893895543039017
25	-3.1551845807302117
26	-3.0974058726791998
27	-2.9085864045776675
28	-2.8166027229529460
29	-2.6982007868399238
30	-2.4822505892205813
31	-2.4516026106873849
32	-2.4491720998025901
33	-2.4173976371136807
34	-2.2014474394943302
35	-2.1707994609611410
36	-2.1683689500763390
37	-2.0499670139633084
38	-1.9474388587158933
39	-1.8033688378107564
40	-1.7691638642370622
41	-1.6666357089896511
42	-1.5482337728766178
43	-1.5225656880845164
44	-1.5151552834586259
45	-1.3016355967240749
46	-1.2992050858392750
47	-1.2685571073060833
48	-1.2674306231503729
49	-1.2343521337323808
50	-1.0208324469978289
51	-1.0184019361130239
52	-0.98775395757983631
53	-0.89999999999999969
54	-0.86935202146680901
55	-0.65340182384745427
56	-0.61919685027375304
57	-0.58854887174056059
58	-0.56141814222274755
59	-0.37259867412120840
60	-0.36518826949531924
61	-0.28061499249650107
62	-0.16221305638347330
63	-0.11859009334277362
64	-0.84385119769070982E-1
65	0.84385119769071953E-1
66	0.11859009334277408
67	0.16221305638347366
68	0.28061499249650124
69	0.36518826949531841
70	0.37259867412120740
71	0.56141814222274755
72	0.58854887174056203
73	0.61919685027375304
74	0.65340182384745460
75	0.86935202146680879
76	0.90000000000000036
77	0.98775395757983608
78	1.0184019361130277
79	1.0208324469978287
80	1.2343521337323826
81	1.2674306231503738
82	1.2685571073060824
83	1.2992050858392750
84	1.3016355967240740
85	1.5151552834586290
86	1.5225656880845180
87	1.5482337728766222
88	1.6666357089896486
89	1.7691638642370635
90	1.8033688378107615
91	1.9474388587159013
92	2.0499670139633097
93	2.1683689500763395
94	2.1707994609611387
95	2.2014474394943293
96	2.4173976371136865
97	2.4491720998025830
98	2.4516026106873823
99	2.4822505892205768
100	2.6982007868399265
101	2.8166027229529536
102	2.9085864045776617
103	3.0974058726792117
104	3.1551845807302068
105	3.1893895543039052
106	3.3514144534576382
107	3.4359877304564495
108	3.5543896665694708
109	3.6322176031838822
110	3.8351928162957254
111	4.0585534185409644
112	4.0892013970741683
113	4.3051515946935179
114	4.3393565682672106
115	4.3700045468004118
116	4.5859547444197757
117	4.7043566805327854
118	4.7374351699508113
119	4.9851598302590272
120	5.0182383196770450
121	5.2391684110374550
122	5.5199715607637083
123	5.8874021839141006
124	6.1682053336403628
125	6.6251891275306409
126	6.9059922772568791
127	7.7751561414939534
128	8.0559592912201730
