 ,Area,Major,Minor,Angle
776,313.290,20.730,19.242,123.506
777,226.265,18.867,15.270,81.114
778,174.050,16.327,13.573,153.988
779,330.695,21.309,19.759,59.725
780,452.530,24.862,23.175,69.142
781,391.613,23.954,20.816,114.875
782,452.530,24.495,23.522,90.000
783,121.835,12.578,12.333,90.000
784,313.290,22.806,17.490,112.678
785,539.555,30.601,22.449,65.152
786,443.828,25.596,22.078,75.676
787,348.100,22.567,19.640,139.085
788,617.878,31.212,25.205,64.436
789,147.943,14.026,13.429,0.000
790,191.455,16.386,14.877,45.000
791,469.935,26.358,22.701,155.884
792,156.645,15.583,12.799,0.000
793,583.067,30.398,24.422,93.205
794,591.770,38.584,19.528,66.095
795,504.745,27.628,23.262,70.243
796,365.505,22.521,20.664,177.518
797,304.588,21.948,17.669,111.193
798,252.373,18.313,17.547,55.779
799,409.018,24.436,21.312,81.829
800,321.993,21.936,18.689,82.765
801,313.290,23.699,16.832,83.574
802,583.067,31.669,23.442,66.288
803,234.968,19.029,15.722,77.508
804,478.638,26.823,22.720,138.596
805,522.150,30.105,22.084,42.977
806,443.828,25.806,21.898,46.458
807,496.043,27.527,22.944,100.895
808,339.398,21.308,20.280,97.628
809,330.695,22.904,18.383,33.050
810,278.480,18.830,18.830,0.000
811,574.365,40.517,18.050,101.666
812,556.960,28.260,25.094,127.015
813,609.175,30.960,25.053,44.061
814,295.885,19.933,18.900,6.528
815,461.233,27.845,21.090,24.077
816,34.810,6.657,6.657,0.000
817,104.430,12.727,10.448,34.722
818,287.183,20.560,17.784,106.523
819,365.505,23.904,19.469,76.615
820,617.878,31.940,24.631,174.598
821,287.183,19.787,18.480,45.000
822,504.745,27.262,23.574,63.305
823,409.018,25.702,20.262,25.895
824,452.530,26.702,21.578,95.431
825,426.423,23.539,23.065,123.401
826,591.770,32.285,23.338,37.043
827,461.233,26.313,22.319,176.191
828,269.778,19.576,17.547,17.023
829,417.720,25.467,20.884,115.791
830,339.398,23.805,18.153,105.694
831,513.448,29.557,22.118,3.076
832,626.580,32.635,24.446,3.980
833,496.043,25.512,24.756,97.728
834,382.910,22.803,21.380,27.624
835,626.580,30.573,26.094,68.743
836,443.828,25.978,21.753,21.132
837,295.885,20.132,18.713,161.565
838,487.340,24.973,24.847,0.000
839,496.043,37.804,16.707,113.696
840,548.258,27.738,25.166,75.660
841,496.043,26.546,23.792,117.239
842,478.638,26.050,23.394,41.661
843,295.885,21.915,17.191,118.068
844,504.745,28.201,22.789,8.374
845,391.613,23.376,21.330,140.498
846,478.638,26.824,22.719,123.576
847,278.480,18.830,18.830,0.000
848,147.943,14.026,13.429,90.000
849,330.695,22.088,19.062,0.000
850,382.910,22.553,21.617,146.310
851,78.323,9.986,9.986,0.000
852,313.290,21.748,18.342,107.029
853,643.985,30.926,26.513,147.849
854,348.100,21.894,20.244,77.905
855,356.803,21.659,20.975,58.704
856,34.810,6.657,6.657,0.000
857,321.993,20.930,19.588,131.360
858,678.795,35.520,24.332,62.441
859,261.075,19.341,17.187,11.360
860,469.935,27.687,21.611,85.804
861,443.828,24.916,22.680,41.589
862,321.993,22.043,18.599,32.607
863,234.968,17.796,16.811,123.523
864,139.240,14.640,12.110,90.000
865,565.663,30.012,23.998,80.607
866,391.613,23.529,21.191,20.607
867,609.175,30.400,25.514,0.648
868,321.993,22.411,18.294,70.644
869,435.125,25.041,22.124,38.737
870,304.588,21.671,17.895,80.210
871,539.555,28.029,24.510,88.608
872,400.315,24.274,20.998,72.177
873,617.878,30.340,25.930,84.769
874,417.720,27.609,19.264,41.658
875,287.183,20.905,17.491,82.601
876,321.993,20.870,19.644,137.019
877,426.423,24.960,21.752,40.855
878,617.878,46.783,16.816,86.151
879,530.853,28.704,23.547,123.509
880,339.398,24.139,17.902,176.830
881,217.562,18.116,15.291,143.646
882,339.398,20.816,20.760,11.310
883,304.588,21.076,18.400,78.486
884,374.208,24.707,19.284,0.000
885,661.390,32.763,25.703,2.789
886,234.968,19.029,15.722,167.508
887,400.315,24.113,21.138,38.168
888,487.340,27.683,22.414,93.064
889,295.885,20.868,18.053,1.264E-13
890,182.753,16.215,14.351,0.000
891,661.390,34.035,24.742,63.859
892,409.018,27.208,19.141,121.904
893,670.093,30.900,27.612,174.559
894,226.265,17.586,16.382,87.318
895,409.018,24.058,21.647,6.560
896,165.348,15.360,13.706,90.000
897,461.233,27.291,21.518,81.242
898,356.803,22.329,20.346,26.159
899,330.695,22.765,18.496,41.384
900,165.348,16.372,12.859,102.821
901,243.670,19.001,16.328,105.959
902,287.183,19.772,18.493,132.403
903,243.670,18.278,16.974,67.500
904,617.878,30.904,25.456,62.800
905,365.505,22.640,20.555,144.415
906,443.828,24.194,23.357,66.801
907,452.530,26.600,21.661,82.484
908,574.365,28.142,25.987,67.177
909,565.663,29.263,24.612,72.461
910,313.290,21.507,18.547,65.697
911,382.910,24.317,20.049,40.049
912,147.943,15.425,12.212,105.172
913,365.505,22.129,21.030,57.822
914,539.555,28.066,24.478,60.823
915,313.290,21.418,18.624,18.435
916,321.993,21.367,19.187,0.000
917,496.043,28.814,21.919,40.712
918,391.613,22.714,21.952,119.693
919,278.480,19.835,17.876,66.424
920,461.233,25.474,23.053,127.768
921,426.423,25.140,21.597,132.162
922,278.480,18.830,18.830,0.000
923,243.670,19.798,15.671,45.001
924,226.265,17.648,16.324,1.489E-13
925,321.993,21.723,18.873,152.103
926,130.537,13.689,12.141,14.036
927,522.150,27.543,24.138,68.711
928,304.588,20.235,19.165,5.273
929,234.968,17.796,16.811,56.477
930,591.770,31.226,24.129,101.364
931,287.183,20.678,17.683,96.868
932,478.638,27.720,21.985,81.998
933,522.150,27.070,24.559,93.516
934,339.398,21.927,19.708,44.618
935,530.853,27.058,24.980,123.788
936,617.878,30.381,25.895,114.343
937,687.498,39.292,22.278,138.250
938,348.100,23.673,18.722,11.095
939,252.373,19.492,16.485,49.816
940,130.537,13.744,12.093,45.001
941,348.100,23.379,18.957,170.478
942,348.100,22.354,19.827,38.432
943,513.448,27.168,24.063,112.967
944,243.670,18.405,16.857,180.000
945,417.720,26.464,20.097,28.885
946,374.208,22.658,21.028,162.266
947,200.158,17.237,14.785,96.225
948,556.960,29.133,24.342,170.753
949,574.365,31.076,23.533,166.469
950,313.290,21.748,18.342,72.971
951,147.943,14.614,12.889,78.690
952,339.398,23.581,18.326,42.562
953,321.993,21.563,19.013,114.257
954,583.067,27.978,26.535,102.954
955,487.340,25.334,24.492,75.964
956,478.638,26.191,23.268,83.669
957,287.183,20.181,18.119,108.185
958,295.885,20.394,18.473,26.565
959,678.795,30.386,28.443,164.257
960,234.968,17.947,16.669,19.293
961,269.778,19.547,17.573,5.612
962,687.498,44.621,19.618,89.395
963,287.183,19.787,18.480,45.000
964,382.910,23.626,20.635,44.086
965,400.315,24.405,20.885,91.670
966,348.100,23.379,18.957,99.522
967,461.233,26.626,22.056,45.001
968,348.100,23.808,18.616,90.000
969,269.778,21.712,15.820,0.000
970,356.803,22.696,20.017,84.203
971,400.315,24.221,21.044,64.448
972,539.555,32.307,21.264,17.415
973,174.050,15.168,14.611,45.003
974,252.373,19.492,16.485,49.816
975,574.365,27.563,26.532,138.643
976,391.613,24.476,20.372,161.477
977,452.530,25.102,22.953,117.409
978,261.075,19.768,16.816,91.425
979,208.860,18.913,14.061,31.904
980,382.910,23.120,21.087,71.172
981,469.935,25.483,23.480,99.144
982,243.670,17.771,17.458,90.000
983,452.530,28.875,19.954,49.984
984,313.290,21.748,18.342,72.971
985,504.745,27.474,23.392,37.276
986,330.695,22.421,18.779,28.349
987,365.505,22.455,20.725,172.675
988,261.075,19.183,17.328,67.545
989,330.695,22.999,18.308,103.756
990,165.348,16.372,12.859,12.821
991,382.910,23.902,20.397,87.089
992,496.043,31.509,20.044,65.335
993,530.853,26.827,25.195,7.343
994,330.695,24.264,17.353,90.000
995,234.968,19.029,15.722,77.508
996,417.720,27.318,19.469,48.853
997,452.530,25.102,22.953,27.409
998,139.240,13.315,13.315,0.000
999,165.348,14.573,14.447,71.565
1000,330.695,23.408,17.988,70.280
1001,461.233,26.875,21.851,41.332
1002,496.043,26.705,23.651,174.394
1003,269.778,19.061,18.020,30.964
1004,478.638,27.813,21.911,90.000
1005,391.613,25.983,19.190,92.589
1006,269.778,19.061,18.020,30.964
1007,147.943,15.425,12.212,15.172
1008,234.968,18.756,15.951,125.885
1009,548.258,30.427,22.942,34.146
1010,469.935,25.778,23.211,91.599
1011,330.695,22.229,18.942,109.342
1012,295.885,20.073,18.768,31.543
1013,513.448,29.435,22.210,87.833
1014,435.125,24.360,22.743,11.167
1015,321.993,21.783,18.821,84.022
1016,417.720,24.512,21.698,51.597
1017,452.530,26.543,21.708,47.544
1018,617.878,30.753,25.582,63.747
1019,487.340,25.853,24.001,163.774
1020,243.670,18.405,16.857,180.000
1021,330.695,21.575,19.515,26.915
1022,182.753,15.718,14.804,69.699
1023,461.233,27.421,21.417,93.885
1024,443.828,28.732,19.668,62.552
1025,339.398,24.002,18.004,94.277
1026,513.448,28.080,23.281,104.708
1027,313.290,21.748,18.342,107.029
1028,574.365,27.380,26.709,163.968
1029,182.753,15.254,15.254,0.000
1030,409.018,24.733,21.056,24.656
1031,348.100,22.252,19.918,74.290
1032,330.695,22.088,19.062,90.000
1033,417.720,24.477,21.729,117.330
1034,356.803,22.334,20.341,145.809
1035,600.473,30.110,25.392,147.081
1036,469.935,25.105,23.833,140.723
1037,565.663,27.999,25.723,0.000
1038,391.613,25.024,19.925,100.360
1039,121.835,13.208,11.745,180.000
1040,382.910,25.772,18.918,8.740
1041,530.853,37.261,18.140,20.281
1042,565.663,27.371,26.313,53.659
1043,478.638,25.678,23.733,99.660
1044,400.315,23.779,21.434,29.210
1045,252.373,21.006,15.297,9.969
1046,678.795,41.440,20.856,37.691
1047,443.828,25.175,22.447,57.434
1048,339.398,23.544,18.354,52.466
1049,417.720,24.417,21.783,53.983
1050,339.398,23.043,18.753,15.951
1051,226.265,17.229,16.721,55.659
1052,513.448,34.137,19.151,81.112
1053,496.043,26.405,23.919,67.691
1054,356.803,23.052,19.707,137.438
1055,243.670,18.796,16.506,41.603
1056,165.348,15.637,13.463,45.001
1057,417.720,24.982,21.290,134.873
1058,269.778,19.032,18.049,133.266
1059,382.910,23.219,20.997,174.498
1060,496.043,26.350,23.969,80.080
1061,191.455,16.386,14.877,45.000
1062,696.200,43.235,20.502,89.528
1063,452.530,26.946,21.382,71.706
1064,234.968,17.947,16.669,19.293
1065,565.663,30.054,23.964,97.695
1066,391.613,22.330,22.330,0.000
1067,513.448,28.954,22.579,62.486
1068,461.233,26.376,22.265,70.235
1069,391.613,23.876,20.883,22.318
1070,530.853,26.175,25.822,59.205
1071,226.265,18.465,15.602,90.000
1072,583.067,31.260,23.749,13.597
1073,374.208,22.765,20.929,135.000
1074,530.853,29.549,22.874,80.875
1075,174.050,15.907,13.931,20.128
1076,382.910,23.906,20.394,92.209
1077,522.150,27.194,24.448,85.254
1078,348.100,21.622,20.498,104.297
1079,617.878,32.007,24.579,74.507
1080,278.480,18.830,18.830,0.000
1081,234.968,17.796,16.811,56.477
1082,443.828,25.720,21.971,40.261
1083,539.555,28.657,23.973,120.167
1084,339.398,21.552,20.050,144.788
1085,487.340,29.092,21.329,85.707
1086,304.588,21.350,18.165,98.626
1087,269.778,19.926,17.238,58.826
1088,469.935,30.027,19.927,59.018
1089,678.795,41.495,20.828,58.933
1090,330.695,23.595,17.845,65.835
1091,321.993,21.730,18.867,69.589
1092,147.943,15.425,12.212,74.828
1093,635.283,32.120,25.182,81.970
1094,487.340,35.406,17.525,61.527
1095,400.315,25.223,20.207,21.301
1096,400.315,25.417,20.054,85.077
1097,261.075,18.788,17.692,90.000
1098,208.860,18.027,14.752,70.395
1099,461.233,27.291,21.518,98.758
1100,513.448,27.553,23.727,76.973
1101,295.885,20.394,18.473,116.565
1102,478.638,26.217,23.245,115.870
1103,34.810,6.657,6.657,0.000
1104,530.853,29.099,23.228,151.514
1105,191.455,16.386,14.877,45.000
1106,295.885,20.505,18.373,22.443
1107,530.853,27.781,24.330,86.023
1108,217.562,17.309,16.004,30.964
1109,174.050,16.327,13.573,63.988
1110,426.423,25.539,21.259,31.328
1111,409.018,26.033,20.004,60.621
1112,435.125,24.879,22.268,71.751
1113,452.530,25.970,22.187,107.872
1114,313.290,24.982,15.967,90.000
1115,321.993,22.552,18.179,67.116
1116,374.208,24.872,19.156,18.522
1117,574.365,36.972,19.780,138.443
1118,617.878,32.031,24.561,70.672
1119,348.100,21.622,20.498,75.703
1120,356.803,21.585,21.047,130.935
1121,330.695,22.088,19.062,90.000
1122,182.753,15.718,14.804,159.699
1123,391.613,23.984,20.790,95.692
1124,382.910,23.027,21.173,178.819
1125,504.745,26.539,24.216,22.262
1126,287.183,20.296,18.016,100.794
1127,365.505,23.273,19.996,54.247
1128,287.183,22.839,16.010,100.901
1129,287.183,20.024,18.260,33.019
1130,217.562,17.637,15.706,66.419
1131,461.233,24.889,23.595,109.510
1132,348.100,21.520,20.596,35.723
1133,261.075,18.788,17.692,1.728E-13
1134,391.613,25.225,19.767,69.266
1135,600.473,28.385,26.935,49.229
1136,435.125,27.153,20.403,105.586
1137,339.398,22.526,19.184,10.730
1138,504.745,27.094,23.720,30.520
1139,626.580,29.493,27.050,73.512
1140,400.315,24.235,21.031,78.581
1141,191.455,16.386,14.877,134.999
1142,417.720,25.467,20.884,64.209
1143,704.903,37.032,24.236,54.599
1144,261.075,19.183,17.328,67.545
1145,278.480,18.830,18.830,0.000
1146,304.588,21.477,18.057,98.472
1147,583.067,31.669,23.442,23.712
1148,113.133,12.841,11.217,118.764
1149,452.530,25.684,22.433,89.376
1150,696.200,32.295,27.448,43.439
1151,304.588,21.022,18.448,118.138
1152,261.075,18.714,17.763,0.000
1153,374.208,23.443,20.324,96.197
1154,313.290,21.343,18.689,50.765
1155,348.100,22.451,19.741,70.936
1156,382.910,23.158,21.053,30.257
1157,278.480,19.626,18.067,112.137
1158,548.258,29.971,23.291,45.001
1159,147.943,15.425,12.212,74.828
1160,261.075,19.464,17.078,38.783
1161,104.430,13.710,9.698,6.047
1162,174.050,15.491,14.306,26.565
1163,478.638,27.674,22.022,30.836
1164,435.125,27.504,20.143,64.550
1165,426.423,25.450,21.334,174.112
1166,313.290,21.748,18.342,17.029
1167,400.315,24.235,21.031,168.581
1168,243.670,19.183,16.173,90.000
1169,435.125,25.825,21.453,38.218
1170,365.505,23.232,20.032,161.947
1171,391.613,23.163,21.526,14.532
1172,43.513,9.276,5.973,108.435
1173,269.778,19.137,17.949,3.386
1174,269.778,21.610,15.895,100.503
1175,443.828,25.871,21.843,130.184
1176,330.695,22.284,18.895,18.909
1177,522.150,30.036,22.134,69.527
1178,548.258,30.086,23.202,97.300
1179,635.283,34.508,23.440,45.989
1180,409.018,24.468,21.284,173.836
1181,583.067,28.834,25.747,35.740
1182,330.695,21.863,19.259,54.057
1183,226.265,18.649,15.448,105.437
1184,643.985,31.588,25.957,71.597
1185,417.720,25.983,20.470,78.086
1186,391.613,24.623,20.250,133.579
1187,382.910,24.350,20.022,131.217
1188,391.613,23.876,20.883,157.682
1189,374.208,23.864,19.966,47.228
1190,574.365,28.236,25.900,40.675
1191,435.125,27.575,20.091,98.156
1192,452.530,24.481,23.535,170.085
1193,530.853,27.630,24.463,112.300
1194,487.340,27.010,22.973,21.415
1195,600.473,30.717,24.890,162.996
1196,252.373,20.593,15.604,88.596
1197,452.530,24.821,23.214,17.645
1198,643.985,33.610,24.396,4.213
1199,513.448,26.988,24.223,85.948
1200,374.208,24.360,19.559,64.073
1201,278.480,19.559,18.128,90.000
1202,330.695,23.293,18.076,110.114
1203,382.910,23.251,20.969,156.861
1204,278.480,20.002,17.727,38.218
1205,348.100,24.888,17.808,106.939
1206,643.985,30.384,26.986,155.862
1207,635.283,31.833,25.410,52.244
1208,409.018,27.815,18.723,2.586
1209,452.530,25.577,22.527,136.189
1210,69.620,10.293,8.612,0.000
1211,269.778,21.302,16.125,117.821
1212,487.340,28.210,21.996,81.643
1213,104.430,12.284,10.824,70.195
1214,496.043,26.330,23.987,111.495
1215,287.183,21.659,16.883,60.521
1216,409.018,24.084,21.623,79.955
1217,487.340,28.346,21.891,36.850
1218,304.588,21.194,18.298,101.013
1219,139.240,14.640,12.110,0.000
1220,261.075,18.462,18.005,64.968
1221,626.580,41.292,19.321,110.659
1222,374.208,22.976,20.737,52.300
1223,548.258,29.546,23.626,122.538
1224,217.562,18.458,15.007,171.464
1225,174.050,16.438,13.481,84.386
1226,365.505,23.558,19.755,85.356
1227,635.283,30.530,26.495,104.835
1228,469.935,26.746,22.371,117.089
1229,147.943,15.578,12.091,40.708
1230,304.588,21.676,17.892,58.828
1231,313.290,21.748,18.342,107.029
1232,243.670,17.771,17.458,90.000
1233,539.555,30.584,22.462,67.083
1234,687.498,32.394,27.022,31.515
1235,243.670,18.669,16.619,46.703
1236,261.075,21.011,15.821,94.225
1237,356.803,28.643,15.860,85.338
1238,226.265,18.618,15.473,67.462
1239,34.810,8.065,5.495,90.000
1240,548.258,28.111,24.832,174.309
1241,409.018,25.702,20.262,64.105
1242,269.778,22.156,15.503,34.915
1243,461.233,27.201,21.589,135.000
1244,182.753,15.950,14.589,68.669
1245,565.663,29.041,24.800,78.160
1246,556.960,28.945,24.500,66.032
1247,417.720,24.000,22.161,46.927
1248,548.258,29.294,23.829,3.501
1249,687.498,33.114,26.434,9.461
1250,234.968,19.488,15.351,14.891
1251,339.398,21.758,19.861,90.000
1252,391.613,26.338,18.931,47.765
1253,191.455,16.386,14.877,45.000
1254,478.638,26.257,23.210,68.548
1255,113.133,12.922,11.147,45.000
1256,417.720,26.344,20.189,45.000
1257,400.315,24.233,21.033,81.776
1258,165.348,15.637,13.463,45.001
1259,261.075,19.647,16.919,151.691
1260,400.315,23.496,21.693,85.548
1261,147.943,15.425,12.212,15.172
1262,522.150,27.303,24.350,87.490
1263,496.043,28.679,22.022,69.599
1264,278.480,22.456,15.789,116.565
1265,252.373,18.668,17.213,54.273
1266,69.620,10.436,8.494,45.000
1267,530.853,32.252,20.957,122.114
1268,130.537,13.744,12.093,135.000
1269,487.340,28.908,21.465,108.347
1270,156.645,15.010,13.288,25.406
1271,548.258,33.755,20.680,37.031
1272,591.770,31.035,24.278,6.876
1273,469.935,24.973,23.960,33.822
1274,548.258,26.801,26.047,134.654
1275,400.315,24.939,20.437,32.721
1276,556.960,29.908,23.711,167.153
1277,348.100,24.756,17.903,83.176
1278,208.860,17.433,15.254,175.571
1279,435.125,27.391,20.226,46.038
1280,443.828,24.774,22.810,60.080
1281,200.158,17.504,14.559,45.001
1282,243.670,18.841,16.467,111.748
1283,400.315,25.398,20.069,80.107
1284,313.290,21.748,18.342,72.971
1285,426.423,25.726,21.104,6.833
1286,400.315,25.795,19.760,44.947
1287,704.903,33.206,27.029,79.686
1288,539.555,30.152,22.784,45.301
1289,356.803,22.181,20.481,167.345
1290,313.290,21.748,18.342,17.029
1291,652.688,35.144,23.646,111.213
1292,704.903,40.510,22.155,113.910
1293,417.720,25.724,20.676,180.000
1294,443.828,24.983,22.619,93.349
1295,400.315,24.608,20.712,82.452
1296,304.588,20.324,19.081,47.702
1297,348.100,24.621,18.001,17.039
1298,461.233,26.358,22.280,116.770
1299,348.100,22.674,19.548,45.000
1300,330.695,22.108,19.046,60.563
1301,182.753,16.583,14.032,53.864
1302,539.555,26.576,25.850,94.524
1303,574.365,30.331,24.111,13.407
1304,400.315,23.868,21.355,68.297
1305,696.200,33.156,26.735,98.056
1306,574.365,27.536,26.558,176.398
1307,382.910,24.951,19.540,34.163
1308,374.208,24.304,19.604,119.337
1309,287.183,20.181,18.119,12.879
1310,487.340,29.636,20.938,79.338
1311,374.208,22.180,21.481,90.000
1312,269.778,20.894,16.440,89.519
1313,382.910,25.688,18.979,88.009
1314,208.860,17.936,14.827,59.164
1315,435.125,27.323,20.277,156.114
1316,278.480,20.251,17.509,164.044
1317,287.183,19.787,18.480,45.000
1318,522.150,31.064,21.402,56.005
1319,417.720,24.649,21.577,163.181
1320,147.943,15.425,12.212,15.172
1321,234.968,19.029,15.722,77.508
1322,374.208,24.224,19.668,31.017
1323,339.398,21.308,20.280,97.628
1324,661.390,33.389,25.221,37.675
1325,191.455,16.475,14.796,90.000
1326,365.505,22.129,21.030,32.178
1327,522.150,26.695,24.905,89.153
1328,539.555,28.306,24.270,46.270
1329,261.075,19.261,17.258,135.000
1330,348.100,23.137,19.157,159.471
1331,409.018,24.161,21.555,99.123
1332,243.670,17.771,17.458,90.000
1333,400.315,23.287,21.888,147.580
1334,356.803,21.884,20.759,9.278
1335,139.240,14.793,11.984,27.990
1336,287.183,20.653,17.705,170.662
1337,226.265,18.465,15.602,0.000
1338,600.473,29.821,25.638,11.655
1339,304.588,22.537,17.208,95.707
1340,504.745,29.345,21.900,84.626
1341,591.770,28.880,26.090,90.898
1342,304.588,21.477,18.057,81.528
1343,226.265,19.168,15.030,48.986
1344,496.043,27.158,23.256,57.147
1345,417.720,26.589,20.003,93.130
1346,313.290,21.748,18.342,72.971
1347,200.158,16.028,15.900,90.000
1348,417.720,23.125,22.999,62.735
1349,591.770,29.755,25.322,60.927
1350,565.663,30.326,23.749,107.705
1351,382.910,23.158,21.053,149.743
1352,426.423,24.288,22.354,65.050
1353,147.943,14.026,13.429,0.000
1354,426.423,26.632,20.387,68.033
1355,504.745,27.390,23.463,117.218
1356,348.100,21.429,20.683,152.103
1357,504.745,29.710,21.631,45.502
1358,287.183,21.047,17.373,28.577
1359,382.910,23.219,20.997,95.502
1360,348.100,23.379,18.957,80.478
1361,321.993,23.007,17.819,130.308
1362,583.067,32.231,23.033,67.898
1363,52.215,9.264,7.176,135.000
1364,252.373,20.164,15.935,70.595
1365,287.183,20.420,17.906,52.251
1366,609.175,31.131,24.915,174.341
1367,287.183,20.653,17.705,99.338
1368,243.670,21.178,14.650,25.250
1369,313.290,21.565,18.497,180.000
1370,278.480,20.387,17.392,71.300
1371,382.910,22.688,21.489,15.695
1372,78.323,9.986,9.986,0.000
1373,356.803,21.410,21.219,90.000
1374,261.075,19.261,17.258,135.000
1375,513.448,27.986,23.359,53.400
1376,304.588,21.252,18.248,33.842
1377,713.605,31.767,28.602,60.303
1378,26.108,9.986,3.329,90.000
1379,348.100,21.520,20.596,54.277
1380,243.670,20.722,14.972,63.942
1381,417.720,24.789,21.455,73.149
1382,435.125,25.443,21.775,22.806
1383,522.150,30.462,21.825,174.488
1384,295.885,20.748,18.157,23.962
1385,635.283,29.795,27.147,123.344
1386,443.828,27.779,20.343,70.027
1387,513.448,27.922,23.413,28.217
1388,287.183,20.016,18.268,100.763
1389,461.233,25.688,22.861,80.253
1390,243.670,20.502,15.133,105.411
1391,556.960,28.290,25.067,176.592
1392,34.810,6.657,6.657,0.000
1393,121.835,12.578,12.333,90.000
1394,670.093,30.088,28.356,38.700
1395,348.100,23.511,18.851,46.960
1396,391.613,24.771,20.129,31.211
1397,261.075,19.252,17.266,97.765
1398,339.398,24.127,17.911,159.159
1399,539.555,29.322,23.429,101.474
1400,417.720,24.594,21.626,1.016E-13
1401,530.853,27.356,24.708,5.035
1402,34.810,6.657,6.657,0.000
1403,226.265,18.465,15.602,90.000
1404,330.695,22.358,18.832,54.293
1405,496.043,27.291,23.143,101.336
1406,339.398,22.714,19.025,144.217
1407,208.860,17.668,15.051,178.600
1408,461.233,24.724,23.752,125.538
1409,382.910,22.393,21.771,135.000
1410,287.183,20.806,17.575,79.782
1411,504.745,26.467,24.282,93.521
1412,504.745,27.900,23.034,72.985
1413,504.745,26.327,24.410,87.410
1414,295.885,20.442,18.429,146.566
1415,304.588,22.838,16.981,59.093
1416,417.720,25.724,20.676,180.000
1417,313.290,20.755,19.219,64.452
1418,339.398,25.177,17.164,72.136
1419,461.233,31.061,18.906,53.091
1420,409.018,24.124,21.588,154.985
1421,435.125,27.462,20.174,58.039
1422,435.125,23.816,23.263,19.330
1423,687.498,32.602,26.849,13.801
1424,365.505,23.555,19.757,60.940
1425,304.588,21.252,18.248,33.842
1426,374.208,23.997,19.855,83.258
1427,304.588,20.948,18.513,168.842
1428,339.398,22.873,18.893,75.790
1429,487.340,29.251,21.213,106.061
1430,217.562,17.823,15.542,100.870
1431,330.695,21.762,19.348,141.179
1432,330.695,23.570,17.864,82.543
1433,295.885,20.608,18.281,0.000
1434,182.753,15.254,15.254,0.000
1435,304.588,21.531,18.012,92.883
1436,278.480,22.210,15.965,95.984
1437,382.910,24.384,19.994,39.665
1438,696.200,35.093,25.259,37.316
1439,687.498,34.289,25.529,96.535
1440,287.183,20.795,17.584,80.947
1441,452.530,26.458,21.777,129.468
1442,635.283,33.975,23.807,12.772
1443,635.283,41.449,19.515,48.042
1444,182.753,16.583,14.032,53.864
1445,304.588,20.324,19.081,95.428
1446,269.778,20.705,16.590,109.741
1447,478.638,26.373,23.108,93.310
1448,330.695,21.309,19.759,30.275
1449,365.505,24.077,19.329,40.608
1450,513.448,29.892,21.870,7.518
1451,348.100,22.567,19.640,40.915
1452,539.555,26.846,25.589,105.065
1453,304.588,21.752,17.828,89.032
1454,400.315,24.246,21.022,107.262
1455,87.025,18.954,5.846,90.000
1456,417.720,23.840,22.310,77.572
1457,87.025,12.384,8.948,180.000
1458,382.910,24.826,19.638,45.001
1459,478.638,26.373,23.108,176.690
1460,487.340,25.902,23.956,45.003
1461,287.183,21.047,17.373,118.577
1462,304.588,21.252,18.248,146.158
1463,348.100,23.433,18.914,120.820
1464,530.853,29.336,23.040,110.030
1465,461.233,27.076,21.689,96.851
1466,400.315,24.517,20.789,58.332
1467,252.373,19.317,16.635,35.450
1468,443.828,25.806,21.898,46.458
1469,130.537,13.744,12.093,135.000
1470,522.150,27.898,23.830,146.262
1471,530.853,30.047,22.495,81.584
1472,469.935,26.418,22.649,88.435
1473,391.613,23.921,20.845,171.183
1474,339.398,24.139,17.902,86.830
1475,287.183,20.641,17.715,26.730
1476,321.993,25.581,16.026,150.411
1477,452.530,24.004,24.004,0.000
1478,304.588,21.059,18.415,165.443
1479,417.720,24.789,21.455,106.851
1480,391.613,23.152,21.537,141.390
1481,469.935,28.887,20.713,106.926
1482,530.853,28.537,23.685,22.576
1483,478.638,26.310,23.163,85.206
1484,191.455,17.719,13.758,40.583
1485,348.100,23.713,18.690,100.667
1486,321.993,21.563,19.013,114.257
1487,330.695,22.088,19.062,90.000
1488,670.093,32.141,26.545,96.458
1489,191.455,17.384,14.023,3.553
1490,696.200,37.568,23.595,144.458
1491,513.448,29.777,21.955,48.767
1492,617.878,30.095,26.141,84.149
1493,556.960,28.557,24.832,118.118
1494,365.505,24.750,18.803,1.010
1495,469.935,26.550,22.536,70.998
1496,469.935,27.269,21.942,85.755
1497,400.315,25.553,19.947,30.558
1498,269.778,19.061,18.020,30.964
1499,269.778,18.843,18.229,135.000
1500,565.663,31.106,23.154,18.150
1501,426.423,25.486,21.303,70.344
1502,409.018,24.854,20.953,73.095
1503,261.075,21.698,15.320,15.290
1504,217.562,19.067,14.528,65.028
1505,400.315,24.452,20.845,49.802
1506,313.290,21.778,18.316,69.247
1507,191.455,16.386,14.877,134.999
1508,417.720,24.594,21.626,90.000
1509,252.373,18.494,17.375,145.305
1510,226.265,17.643,16.329,59.872
1511,278.480,20.540,17.262,167.004
1512,400.315,24.246,21.022,72.738
1513,504.745,29.701,21.638,88.309
1514,556.960,29.551,23.998,21.922
1515,391.613,24.430,20.410,109.504
1516,435.125,25.443,21.775,112.806
1517,496.043,25.512,24.756,7.728
1518,452.530,25.675,22.441,91.168
1519,513.448,26.700,24.485,7.275
1520,356.803,21.410,21.219,90.000
1521,339.398,21.768,19.852,134.998
1522,191.455,16.386,14.877,45.000
