 N D dt
           1           4   5.49999531E-05
           2           4   5.59999608E-05
           3           4   6.80000521E-05
           4           4   7.99999107E-05
           5           4   8.89999792E-05
           6           4   1.96000095E-04
           7           4   7.31999986E-04
           8           4   2.22899998E-03
           9           4   8.88700038E-03
          10           4   5.03100008E-02
          11           4  0.188981995    
          12           4  0.759537995    
